Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Samoa,WSM,29.8,21.3,18.8,18.6,18.4,18.2,17.9,17.5,17.1,16.7,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,San Marino,SMR,13.9,5.6,2.3,2.2,2.1,2,1.9,1.9,1.8,1.7,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sao Tome and Principe,STP,108.8,82.4,25.4,23.3,21.4,19.7,18.3,17.1,16.2,15.4,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Saudi Arabia,SAU,44.3,22.1,9.6,9.1,8.6,8.1,7.7,7.3,7,6.7,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Senegal,SEN,138.6,129.7,53.8,51,48.4,45.9,43.7,41.8,40.1,38.6,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Serbia,SRB,28.3,12.6,6.6,6.3,6.1,5.9,5.8,5.7,5.6,5.5,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Seychelles,SYC,16.3,13.9,14.5,14.5,14.6,14.6,14.5,14.4,14.2,13.9,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sierra Leone,SLE,260.5,225.9,140,141,126.1,121.4,116.8,112.5,108.5,104.7,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Singapore,SGP,7.7,3.9,2.7,2.7,2.7,2.6,2.5,2.4,2.2,2.1,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Slovak Republic,SVK,14.7,9.8,6.4,6.2,6.1,6,5.9,5.8,5.7,5.6,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Slovenia,SVN,10.4,5.5,2.7,2.6,2.5,2.4,2.4,2.3,2.2,2.2,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Solomon Islands,SLB,38.2,30.8,23.5,22.8,22.1,21.4,20.7,20,19.4,18.8,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Somalia,SOM,180.4,172.9,138.9,134.5,130.3,126.1,122.5,118.6,114.9,111.8,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Africa,ZAF,62.2,71,38.3,37.3,36.6,35.8,35.1,34.3,33.7,32.8,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Sudan,SSD,251.2,181.6,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Spain,ESP,9.2,5.4,3.4,3.3,3.3,3.2,3.2,3.2,3.1,3,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sri Lanka,LKA,22.8,16.5,9.3,8.8,8.3,7.9,7.6,7.3,7,6.7,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Kitts and Nevis,KNA,30.4,23.8,17.2,16.9,16.6,16.3,15.9,15.4,15,14.6,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Lucia,LCA,21.9,18.4,21.4,21.9,22.5,23,23.6,24.1,24.5,24.8,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Vincent and the Grenadines,VCT,23.9,22.3,17.4,16.8,16.2,15.7,15.2,14.6,14.2,13.7,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sudan,SDN,132,104.4,68,66,64.1,62.1,60.3,58.4,56.6,54.9,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Suriname,SUR,45.1,31.3,21,20.5,19.9,19.4,18.8,18.3,17.7,17.2,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sweden,SWE,7,4.1,2.9,2.9,2.8,2.8,2.7,2.6,2.5,2.5,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Switzerland,CHE,8.2,5.6,4.3,4.3,4.2,4.1,4.1,4,3.9,3.8,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Syrian Arab Republic,SYR,36.7,23,47.3,41.8,39.8,23.9,23.8,22.6,22.8,22.3,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tajikistan,TJK,102.5,83.7,38.4,37.4,36.5,35.5,34.5,33.5,32.5,31.4,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tanzania,TZA,166.9,129.9,59.8,58,55.8,53.9,51.9,50.4,49,47.1,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Thailand,THA,37.1,21.9,11.3,10.8,10.3,9.9,9.4,9,8.6,8.3,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Timor-Leste,TLS,175.5,111.3,63.5,61.6,59.7,57.7,55.8,53.9,52.2,50.5,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Togo,TGO,147.5,120,78.5,75.9,73.5,71.2,68.8,66.6,64.6,62.6,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tonga,TON,22.2,17,12.5,12.4,12.2,12.1,11.9,11.7,11.4,11.1,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Trinidad and Tobago,TTO,30.3,28.1,20.2,19.6,19,18.5,17.9,17.4,16.8,16.3,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tunisia,TUN,55.4,30,17.3,17.2,17.1,17.1,17,16.9,16.6,16.3,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turkiye,TUR,74.2,37.9,13.8,13,12.2,11.4,10.7,10.1,9.5,9,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turkmenistan,TKM,79.4,69.8,42.2,42.4,42.8,43.2,43.2,42.8,42.2,41.4,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turks and Caicos Islands,TCA,14.2,8.7,5.4,5.3,5.2,5,4.9,4.8,4.6,4.5,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tuvalu,TUV,52.8,42.2,27.1,26.1,25.3,24.3,23.6,22.7,21.9,21.3,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uganda,UGA,182.9,146.1,59.1,56,52.7,50.2,47.7,45.6,43.7,42.1,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ukraine,UKR,19.2,18.2,9.8,9.4,9.2,8.9,8.7,8.5,8.4,8.2,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United Arab Emirates,ARE,16.5,11.1,7.8,7.6,7.4,7.2,7,6.8,6.6,6.4,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United Kingdom,GBR,9.3,6.5,4.5,4.5,4.4,4.4,4.4,4.3,4.3,4.2,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United States,USA,11.2,8.4,6.9,6.8,6.7,6.6,6.5,6.4,6.3,6.2,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uruguay,URY,22.9,17,9.3,8.9,8.4,7.9,7.3,6.8,6.3,5.8,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uzbekistan,UZB,70.3,60.5,20.5,19.2,18,17,16.2,15.4,14.7,14.1,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Vanuatu,VUT,36,28.8,27.8,27.3,26.7,26,25.3,24.7,24,23.2,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Venezuela, RB",VEN,29.6,21.5,18,19.1,24.2,24.2,24.2,24.2,24.2,24.2,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Viet Nam,VNM,51.7,30,22.1,21.9,21.7,21.5,21.3,21.1,20.9,20.6,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,West Bank and Gaza,PSE,44.9,30.4,21.3,18.4,17.7,17.1,16.5,15.9,15.3,14.8,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Yemen, Rep.",YEM,126.4,95.1,58.8,60.8,60.5,60.3,61.7,61.6,59.7,61.9,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Zambia,ZMB,182.3,155.7,69.5,68.2,65.3,64.2,64.2,62.6,59.7,57.7,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Zimbabwe,ZWE,79.6,96.2,62.6,60.5,57.9,56.2,53.7,52.7,51.8,49.5,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Africa Eastern and Southern,AFE,165.832561519295,138.180234738639,72.4923836880967,69.8691858575132,67.3639290496706,65.0910528384151,62.8571893618424,60.8559168091663,59.0873088673173,57.2847270993243,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Africa Western and Central,AFW,197.863116848408,169.207126206289,111.432027289881,109.185388765793,106.891019087017,104.627006239061,102.014143939794,99.5519597978544,96.92830727855,94.3722350431445,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Arab World,ARB,82.0406654292245,59.9994117704343,39.6726270161151,38.7619464817831,38.1830714590474,36.9050681935873,36.4049846105514,35.7255030718043,34.8094619005862,34.4545113311025,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Caribbean small states,CSS,34.0067585628554,26.4652724389961,19.7236781526509,19.2026972577729,18.7787853133339,18.3373290191121,17.8781033123786,17.9718698247641,16.9809709558246,16.5282037380229,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Central Europe and the Baltics,CEB,19.316915288735,12.2923528172982,6.05244458568973,5.80981296773691,5.54831286535089,5.31716800335814,5.05556492227778,4.87393282462713,4.75936674881842,4.62235279569629,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Early-demographic dividend,EAR,109.88482629529,79.3623779991633,42.6098471729713,40.7674818072092,39.0610599945303,37.3677721127127,35.8620963001872,34.5064510717603,33.1501191147154,31.9153269085937,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,EAS,56.6,39.3,17.6,17,16.1,15.4,15.2,14.9,14.8,14.7,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific (excluding high income),EAP,59.142491604435,41.7641552227894,18.5013933072995,17.8870381583242,16.8487666608914,16.0412377198309,16.0533642985306,15.6300452525527,15.6729801763826,15.5339056879261,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific (IDA & IBRD countries),TEA,59.3089679217476,41.508075192861,18.4586593108664,17.8497628951971,16.81294582033,16.0075179359525,16.026164598731,15.6080783362241,15.6611564040171,15.5361569714378,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Euro area,EMU,9.63731433477367,5.84838310172077,3.9181231307502,3.88160710252158,3.85132095136479,3.83453986177686,3.78960107556541,3.71950772425537,3.66611567827771,3.60947611561038,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,ECS,31,21.3,10,9.5,9.1,8.7,8.4,8.2,7.9,7.6,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia (excluding high income),ECA,47.9674404490589,36.3450532178612,14.6711919021106,13.9057137701967,13.1849494244122,12.6778331569539,12.2418862980841,11.8824831975775,11.4469165840303,11.0471033977391,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia (IDA & IBRD countries),TEC,44.8474063561421,33.6938909946463,13.9333762702389,13.2192487349699,12.5129513353344,11.9760225568228,11.5537276837012,11.2126133088751,10.8164190888665,10.4407161775888,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,European Union,EUU,12.1422927022337,7.1730064993375,4.3583280563163,4.28077988303593,4.20078436944774,4.14832436717768,4.04891190976439,3.94959449092216,3.88051216978732,3.80230992275468,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Fragile and conflict affected situations,FCS,164.703591450325,138.674246936044,89.5643132373723,87.473151768486,85.6425463278041,83.5199987742669,81.5017611089972,79.4904317089545,77.3889486637936,75.426000016036,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Heavily indebted poor countries (HIPC),HPC,181.561745996215,144.692819491729,81.2341201659549,78.4878748161431,75.7489260227485,73.3916782343602,71.0683925506908,68.9244980391454,66.8371389845373,64.8617256309704,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,High income,HIC,12.9,8.2,5.6,5.5,5.4,5.3,5.2,5.1,5,4.9,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,IBRD only,IBD,77.7811381265026,58.575951979537,27.7816653125548,26.6692319322774,25.297330682241,24.0188277599916,23.489820174703,22.5782919934552,22.0138470548038,21.3590243647904,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,IDA & IBRD total,IBT,101.119649801971,83.2251061098992,48.0984730961515,46.9231041914571,45.3255339720473,43.9659663142667,43.468362056317,42.593979792178,42.0893095764273,41.321631381696,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,IDA blend,IDB,153.410366244818,134.212700126068,93.4214429562101,91.5476358293467,89.6908746736675,87.7490358481065,85.3474519287189,83.250180451727,80.9705886947991,78.8223950007337,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,IDA only,IDX,164.336411762014,127.146791998907,73.0421390320431,70.8092772849323,68.4908200444302,66.3503133679974,64.375027703578,62.4559109905641,60.668232821736,59.0391731716484,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,IDA total,IDA,160.701164159367,129.512235437597,80.0753383507063,77.9272966416414,75.7488235294345,73.6555883103947,71.5122541706509,69.4996484077374,67.5323691563034,65.6972911386609,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Late-demographic dividend,LTE,50.5126780911676,33.5914079872899,12.8970032703748,12.2181027251861,11.5859457509027,10.9099215633539,10.6009356985368,10.1830873709431,9.91389720423857,9.64048140062325,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Latin America & Caribbean,LCN,54.9,33.2,18.8,18.4,18.5,17.8,17.3,16.8,16.4,15.9,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Latin America & Caribbean (excluding high income),LAC,57.5994693220183,34.4995562415681,19.1904181951303,18.6090531723079,18.4944781025208,17.679365364625,17.2022424965517,16.7213765818112,16.2520491927768,15.7620021468373,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Latin America & the Caribbean (IDA & IBRD countries),TLA,55.5922136184035,33.5135204491639,18.9938222821181,18.5161143035962,18.6888664877505,17.9326625197848,17.4701020893922,16.9778999017831,16.5052691338794,16.0224068465702,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Least developed countries: UN classification,LDC,175.505749839252,135.498955866593,76.0559912515528,73.643538452397,71.10954889192,68.9640845990014,66.8651003770097,64.8720856694567,62.980568403575,61.2611451464136,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Low & middle income,LMY,101.928282252571,83.9128112139726,48.4140407509621,47.2171968887497,45.5847664948364,44.2159067539406,43.7087758739281,42.8168003111477,42.3047115808683,41.5276401269211,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Low income,LIC,185.4,146,83.4,80.8,78.2,75.7,73.6,71.4,69.2,67.4,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lower middle income,LMC,119.9,92.8,54.7,52.8,51.1,49.5,47.9,46.5,45.1,43.7,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle East & North Africa,MEA,66.2,43.6,26.1,25.2,24.5,23.3,23.1,22.7,22.1,22,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle East & North Africa (excluding high income),MNA,69.5335651400913,46.8391131034715,28.0172258662195,27.1331962312607,26.452993509101,25.2791380730825,25.0445894120069,24.7333499213436,24.1160941252816,23.9083172550487,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle East & North Africa (IDA & IBRD countries),TMN,69.8496367018932,47.1259435056314,28.1200762938898,27.2712045175177,26.5945169006358,25.4111917915221,25.1838520860093,24.88070213978,24.2640136758541,24.0625605729166,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle income,MIC,92.4574251660967,74.273077378958,41.6895408912151,40.5914444167246,39.0902773813863,37.8198490902199,37.3660986312237,36.5168033840096,36.0563557962952,35.3088509956501,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,North America,NAC,10.9,8.3,6.8,6.7,6.6,6.5,6.4,6.3,6.2,6.1,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,OECD members,OED,21.8353137475721,13.5988514438119,7.9846485512688,7.74470291948933,7.50904700511121,7.33186398757159,7.12345376094387,6.9158014111144,6.73767158712066,6.49938518639537,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Other small states,OSS,95.872714325276,89.893153502801,55.6758307413204,53.8334007032973,51.7070723476592,49.8980762703068,48.4819950526618,47.1205212393103,45.6574815517043,44.4495237866315,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Pacific island small states,PSS,36.4646977553387,28.8161496411564,25.8092544400311,25.4866233587996,25.1883743359716,24.8814714358366,24.5904703008565,24.253031287717,23.9136502019261,23.4426605219874,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Post-demographic dividend,PST,10.7825159788559,7.28433588970765,5.23111324267538,5.15399606327729,5.05996286567527,4.99176093501985,4.90900006329073,4.83153315017336,4.74389790172793,4.66543529657963,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Pre-demographic dividend,PRE,184.496761593206,153.542046321897,92.5890517483214,90.1859206830113,87.8167804265219,85.5670880711354,83.1989780947426,80.955371199092,78.7014525308702,76.4652069865919,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Small states,SST,79.5651512991478,74.8977102861129,48.9297482386894,47.39143305889,45.719750610227,44.2760514712621,43.121497770992,42.0113299598769,40.7458561468558,39.6550144536475,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Asia,SAS,130.2,93.4,51.7,49.2,46.8,44.6,42.5,40.6,38.8,37.1,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Asia (IDA & IBRD),TSA,130.192304794676,93.4029664191186,51.7313002315713,49.258457095559,46.7879290749728,44.6900354322371,42.5054818026808,40.5893697389626,38.8464935320085,37.0519601369135,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,SSF,178.9,151.1,89.2,86.7,84.3,82,79.6,77.3,75.1,73,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa (excluding high income),SSA,178.748375509197,151.12527932087,89.1108228398322,86.6397673675421,84.2156507783717,81.9045607305576,79.4745562001632,77.2416626524033,75.1159228780245,72.997105062973,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa (IDA & IBRD countries),TSS,178.737096694245,151.118103434051,89.1074863156612,86.6365070520617,84.2124371381434,81.9014709666237,79.4716717817178,77.2389690118192,75.1134025935319,72.9947339957363,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Upper middle income,UMC,52.2,35.3,14.8,14.2,13.5,12.8,12.6,12.2,12,11.8,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,World,WLD,93,76.3,44.4,43.2,41.9,40.6,40,39.3,38.7,38.1,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 03/28/2024,,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,License URL
SH.DYN.MORT,CC BY-4.0,"Mortality rate, under-5 (per 1,000 live births)","Under-five mortality rate is the probability per 1,000 that a newborn baby will die before reaching age five, if subject to age-specific mortality rates of the specified year.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",Health: Mortality,Annual,Weighted average,"The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A "complete" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.

Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal, infant, and child mortality estimates comparable and to ensure consistency across estimates by different agencies, the United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), which comprises the United Nations Children's Fund (UNICEF), the World Health Organization (WHO), the World Bank, the United Nations Population Division, and other universities and research institutes, developed and adopted a statistical method that uses all available information to reconcile differences. The method uses statistical models to obtain a best estimate trend line by fitting a country-specific regression model of mortality rates against their reference dates.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.","Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.","Given that data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. Moreover, they are among the indicators most frequently used to compare socioeconomic development across countries. Under-five mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant. Under-five mortality captures the effect of gender discrimination better than infant mortality does, as malnutrition and medical interventions have more significant impacts to this age group. Where female under-five mortality is higher, girls are likely to have less access to resources than boys.

Aggregate data for LIC, UMC, LMC, HIC are computed based on the groupings for the World Bank fiscal year in which the data was released by the UN Inter-agency Group for Child Mortality Estimation.

This is the Sustainable Development Goal indicator 3.2.1[https://unstats.un.org/sdgs/metadata/].",https://datacatalog.worldbank.org/public-licenses#cc-by
